ApplicationID,SubmissionID,ApplicantRole,AssociationCooperativeOwner,AddressNumber,StreetDirection,StreetName,StreetType,NumberofUnits,PIN,VoteDate,RecordedDate,SignedDate,Latitude,Longitude,Location,CommunityAreas,ZipCodes,Boundaries-ZIPCodes,CensusTracts,Wards
1056,PB2017A01056,authorized agent,Fulton Street Lofts Condo Assoc,1118,W,Fulton Market,,16,17-08-409-010-1001-1041,12/14/2016,02/02/2017,02/02/2017,41.88679047,-87.65534946,"(41.886790466342866, -87.65534945612572)",29,14917,44,63,46
1055,PB2017A01055,authorized agent,Park Condo Assoc,4572,N,Milwaukee,AVE,45,13-16-117-045-1001-1045,,02/02/2017,02/02/2017,41.96415428,-87.75770426,"(41.964154277392986, -87.75770426421005)",15,21869,48,260,50
1054,PB2017A01054,registered agent,Bronzeville Lofts Condo Assoc,50,E,26th,ST,40,17-27-123-026-1001,09/27/2016,02/02/2017,02/02/2017,41.84572949,-87.62494054,"(41.845729489381846, -87.6249405388916)",34,21194,40,193,9
1053,PB2017A01053,President,2714 N Lehmann Ct Condo Assoc,2714,N,Lehmann,CT,8,14-28-306-022-1011,08/01/2016,02/02/2017,02/02/2017,41.93191769,-87.64359515,"(41.93191768545339, -87.64359515265924)",68,21190,16,18,34
1052,PB2017A01052,Board President,330 S. Michigan Condo Assoc,330,S,Michigan,AVE,75,17-15-107-045-1001-1097,,02/02/2017,02/02/2017,41.87752609,-87.62444732,"(41.8775260852497, -87.6244473157032)",38,14912,29,367,36
1051,PB2017A01051,Registered Agent,Sheffield-Lill Townhouse Condominium,2520,N,Sheffield,AVE,20,14-29-418-039-1001-1020,11/21/2016,02/02/2017,02/02/2017,41.9278641,-87.65384146,"(41.927864099321354, -87.65384146221673)",68,21190,16,795,34
1050,PB2017A01050,Property Manager,,860,N,Dewitt,PL,148,17-03-221-010-0000,,02/02/2017,02/02/2017,41.89848353,-87.62034624,"(41.898483532461874, -87.62034623901224)",37,21182,6,233,11
1049,PB2017A01049,President,Manhattan Building Condo Assoc,431,S,Dearborn,ST,105,17-16-246-018-1001-1105,,02/02/2017,02/02/2017,41.87614364,-87.62910147,"(41.87614364393888, -87.62910146456153)",38,14913,35,92,10
1048,PB2017A01048,registered agent,Belgravia Terrace Condo Assoc,1901-1917,N,Hudson,AVE,30,14-33-307-071-1001-1030,12/03/2016,02/02/2017,02/02/2017,41.91658531,-87.63982927,"(41.91658530733015, -87.63982927177523)",68,21190,16,208,34
1047,PB2017A01047,registered agent,Hubbard Street Lofts Condo,1050,W,Hubbard,ST,21,17-08-248-034-1001,11/07/2016,02/02/2017,02/02/2017,41.89012934,-87.65421903,"(41.89012934358549, -87.65421902983783)",25,22620,49,522,46
1046,PB2017A01046,Registered Agent,1147 W. Ohio Condo Assoc,1147,W,Ohio,ST,26,17-08-237-033-1001-1035,,02/02/2017,02/02/2017,41.89207601,-87.65648634,"(41.89207601134565, -87.65648634082356)",25,22620,49,522,46
1045,PB2017A01045,property manager,4810 S. Prairie,4810,S,Prairie,AVE,6,20-10-109-035-1001-1006,12/07/2016,02/02/2017,02/02/2017,41.80714086,-87.61967915,"(41.80714086202788, -87.6196791526969)",4,21192,10,448,9
1044,PB2017A01044,property manager,3255 N Paulina Association,3255,N,Paulina,ST,9,14-19-430-027-1001-1018,11/30/2016,02/02/2017,02/02/2017,41.94131624,-87.67099081,"(41.94131623566311, -87.6709908062557)",57,4449,22,742,18
1043,PB2017A01043,authorized agent,Two River Place Condominium,720,N,Larrabee,ST,168,17-09-113-017-1001-1168,,02/02/2017,02/02/2017,41.89534756,-87.64310471,"(41.895347555720434, -87.64310471436526)",37,4446,55,652,36
1042,PB2017A01042,Board President,Winston Towers No. 4 Association,7033,N,Kedzie,AVE,250,10-36-118-005-1001-1250,,02/02/2017,02/02/2017,42.00920601,-87.70907631,"(42.00920600888778, -87.70907630836571)",20,22528,12,32,27
1041,PB2017A01041,authorized agent,Willard Court Lofts Condo Assoc,949-951,N,Willard,CT,20,17-05-318-060-1001-1050,,02/01/2017,02/01/2017,41.89966466,-87.65845483,"(41.89966465536126, -87.65845483038827)",25,22620,49,109,46
1040,PB2017A01040,authorized agent,7314-20 N. Honore Condo Assoc,7314-7320,N,Honore,ST,29,11-30-419-032-1001-1029,,02/01/2017,02/01/2017,42.01422808,-87.6768583,"(42.014228077717455, -87.67685830181524)",10,21853,9,52,5
1039,PB2017A01039,authorized agent,Linden Grove III Condo Assoc,2432-2436,W,Farragut,AVE,20,13-12-234-009-1001-1020,,02/01/2017,02/01/2017,41.97689248,-87.69038272,"(41.97689247808546, -87.69038272160508)",6,21849,20,29,24
1038,PB2017A01038,authorized agent,Linden Grove II Condo Assoc,2420-2424,W,Farragut,AVE,20,13-12-234-010-1001-1020,,02/01/2017,02/01/2017,41.97689566,-87.68996714,"(41.97689565970928, -87.68996713807766)",6,21849,20,29,24
1037,PB2017A01037,authorized agent,1934 N. Washtenaw Condo Assoc,1934,N,Washtenaw,AVE,63,13-36-401-028-1001-1063,,02/01/2017,02/01/2017,41.916759,-87.69487052,"(41.916758998220466, -87.69487052180358)",23,22535,1,180,41
1036,PB2017A01036,authorized agent,1000 W. Adams Condo Assoc,1000,W,Adams,ST,150,17-17-211-027-1001-1150,,02/01/2017,02/01/2017,41.87924664,-87.65208561,"(41.87924663645916, -87.65208561253912)",29,14917,44,91,26
1035,PB2017A01035,Manager,,5530-5532,S,Shore,DR,122,20-13-13-009-0000,,02/01/2017,02/01/2017,41.7943513,-87.58057838,"(41.794351298103074, -87.5805783780428)",8,21192,60,502,33
1034,PB2017A01034,Property Manager,,201,N,Garland,CT,402,17-10-303-016-0000,,02/01/2017,02/01/2017,41.88579201,-87.625116,"(41.88579201167943, -87.62511600145102)",38,14309,42,580,36
1033,PB2017A01033,Director,Altgeld Club Condominium Association,1350,W,Fullerton,AVE,59,14-29-321-081-1001-1122,01/19/2017,02/01/2017,02/01/2017,41.92533939,-87.66253582,"(41.92533938927002, -87.662535814686)",68,21190,16,796,11
978,PB2017A00978,Authorized Agent,Franklin Building Condo Assoc,720,S,Dearborn,ST,60,17-16-406-032-1001-1080,,,09/02/2016,41.87292441,-87.62929974,"(41.872924414089155, -87.62929973479568)",38,14913,35,12,10
977,PB2017A00977,Authorized Agent,2144 Condo Assoc,2144,N,Lincoln Park West,,92,14-33-206-052-1001-1152,08/26/1981,,01/13/2017,41.92150503,-87.63658971,"(41.92150502692454, -87.63658971224659)",68,21190,16,207,34
976,PB2017A00976,President,1155 West Armitage Condo Assoc,1155,W,Armitage,AVE,42,14-32-400-092-1001-1089,01/12/2017,,01/12/2017,41.91793456,-87.65753477,"(41.917934561282905, -87.6575347704414)",68,21190,16,168,34
975,PB2017A00975,Authorized Agent,734 West Belden Condo Assoc,734,W,Belden,AVE,3,14-33-100-041-1001-1003,01/12/2017,,01/13/2017,41.92375416,-87.64770369,"(41.92375415745311, -87.64770368601008)",68,21190,16,798,34
974,PB2017A00974,Authorized Agent,Bella Vita Condo Assoc,1707-1709,W,Greenleaf,AVE,32,11-31-212-018-1001-1032,08/15/2005,,01/16/2017,42.01012093,-87.6725965,"(42.01012093321143, -87.67259650161638)",10,21853,9,49,5
973,PB2017A00973,Authorized Agent,Parkside of Old Town Midrise Leasehold Condo Assoc,437,W,Division,ST,207,17-04-307-054-4259 and 17-04-307-054-4319,,,01/13/2017,41.90366151,-87.63966562,"(41.90366151267766, -87.6396656156241)",37,14926,54,148,46
972,PB2017A00972,Authorized Agent,Prairie Terrace Homes of Dearborn Park II,1328-1338,S,Federal,ST,32,17-21-211-205-1001-1032,01/20/2017,,01/20/2017,41.86487997,-87.6295611,"(41.864879973477855, -87.62956109778978)",34,14913,35,330,9
971,PB2017A00971,Authorized Agent,North Shore Manor Condo Assoc,1325-1333,W,North Shore,AVE,32,11-32-312-024-1001-1031,01/19/2017,,01/20/2017,42.00337959,-87.66462343,"(42.00337958805526, -87.66462342467238)",10,21853,9,47,5
970,PB2017A00970,Authorized Agent,15th Place Condo Assoc,811,W,15th,PL,196,17-20-234-007-1001-1196,,,01/11/2017,41.86090826,-87.64717896,"(41.86090825519659, -87.64717895518854)",29,14920,43,97,48
969,PB2017A00969,Board President,Malibu Condominiums,6007,N,Sheridan,RD,356,14-05-215-015-1001-1356,,,01/10/2017,41.99124796,-87.65527345,"(41.99124796309283, -87.6552734509029)",76,4451,14,213,16
968,PB2017A00968,Authorized Agent,Leland Place,3434-3440,W,Leland,AVE,9,13-14-202-035-1001-1009,01/12/2017,,01/19/2017,41.96667745,-87.71475582,"(41.96667745425432, -87.71475582119538)",14,21849,20,118,20
967,PB2017A00967,Registered Agent,Hampton House Condominium,5300,S,Shore,DR,84,20-12-112-069-1001-1084,09/19/2016,,09/20/2016,41.79956926,-87.58246504,"(41.79956925486811, -87.58246503715458)",8,21192,10,501,33
966,PB2017A00966,Registered Agent,Lake Shore Toers Cooperative Building Corp,3920,N,Lake Shore,DR,29,14-21-101-016-0000,08/08/2016,,08/19/2016,41.95362285,-87.64521299,"(41.953622854070325, -87.6452129862204)",57,21186,53,690,39
965,PB2017A00965,Registered Agent,707 W Junior Terrace Condo,707,W,Junior,TER,15,14-16-301-040-0000,08/09/2016,,08/10/2016,41.96088072,-87.64781748,"(41.960880722763825, -87.64781747586154)",31,21186,53,636,39
964,PB2017A00964,Registered Agent,442 Wellington Building Cooperative,442,W,Wellington,AVE,24,14-28-109-036-0000,11/16/2016,,11/17/2016,41.93667592,-87.64113816,"(41.936675920053766, -87.64113816236616)",57,4449,22,683,25
963,PB2017A00963,Managing Agent,399 Corporation,399,W,Fullerton,PKWY,32,14-33-106-004-0000,11/30/2016,,12/01/2016,41.92550371,-87.63906035,"(41.92550370670804, -87.63906035097119)",68,21190,16,207,34
962,PB2017A00962,Managing Agent,Commonwealth Towers Condo Assoc,2920,N,Commonwealth,AVE,24,14-28-204-008-1001-1024,01/17/2017,,01/18/2017,41.93501346,-87.6381667,"(41.93501346318206, -87.63816670109618)",57,4449,22,153,25
961,PB2017A00961,Registered Agent,Gallery 400 Condo Assoc,400,W,Ontario,ST,117,17-09-127-036-1001-1117 and 17-09-127-036-1119-1236,12/12/2016,,12/14/2016,41.89323545,-87.63877647,"(41.893235453981156, -87.63877646774957)",37,4446,55,652,36
960,PB2017A00960,President,3900 Lake Shore Drive Cond Assoc,3900,N,Lake Shore,DR,240,14-21-101-035-1001-1240,08/15/2016,,09/15/2016,41.95314076,-87.64516294,"(41.95314076334678, -87.64516294183015)",57,21186,53,690,39
959,PB2017A00959,Authorized Agent,247 E. Chestnut Condo,247,E,Chestnut,ST,89,17-03-228-24-1001-1088,08/10/2016,,08/11/2016,41.89833669,-87.62001956,"(41.89833668798527, -87.62001956308073)",37,21182,6,233,11
958,PB2017A00958,Authorized Agent,360 W Hubbard Joint Venture LLC,360,W,Hubbard,ST,450,17-09-130-011-0000,,,01/09/2017,41.89004183,-87.63786864,"(41.890041834402034, -87.63786863880847)",37,4446,55,652,36
957,PB2017A00957,Authorized Agent,Grand Kingsbury LLC,520,N,Kingsbury,ST,420,17-09-130-008-0000,,,01/09/2017,41.89123079,-87.63984599,"(41.891230786934514, -87.63984599312703)",37,4446,55,652,36
956,PB2017A00956,Authorized Agent,Twin Towers Apartments LLC,1649,E,50th,ST,253,20-12-105-002-0000,,,01/09/2017,41.80427516,-87.58431654,"(41.804275156019195, -87.58431654008564)",5,21192,10,400,33
955,PB2017A00955,Authorized Agent,Elm Street Plaza Venture LLP,1130,N,Dearborn,ST,396,17-04-413-001-0000 thru 17-04-413-015-0000,,,01/09/2017,41.90284279,-87.63010032,"(41.902842784810446, -87.63010031540077)",37,14926,54,310,11
954,PB2017A00954,Authorized Agent,Columbus Plaza Venture LLP,233,E,Wacker,DR,534,17-10-316-036-0000,,,01/09/2017,41.88779017,-87.62127871,"(41.8877901722575, -87.62127871291348)",38,14309,42,580,36
953,PB2017A00953,Authorized Agent,Asbury Plaza Venture LLP,750,N,Dearborn,ST,384,17-09-205-010-0000 thru 17-09-205-029-0000,,,01/09/2017,41.89641174,-87.62991777,"(41.8964117391444, -87.62991777285089)",37,4446,55,670,11
952,PB2017A00952,Property Manager,Bookbinders Row,1335-1347,N,Mohawk,ST,21,17-04-122-122-1001-1021,12/20/2016,,01/04/2017,41.90656147,-87.64193872,"(41.90656146549716, -87.64193871993102)",37,14926,54,309,11
951,PB2017A00951,Property Manager,Altgeld West,2501-2503,N,Washtenaw,AVE,16,13-25-418-030-1001-1016,12/14/2016,,01/04/2017,41.92673332,-87.69488939,"(41.92673331670931, -87.6948893857488)",23,22535,1,468,40
950,PB2017A00950,President,Clusters on Vine Homeowner's Assoc,1609-1669,N,Vine,ST,30,14-33-316-113-0000 thru 14-33-316-151-0000,,,11/29/2016,41.91128993,-87.64421945,"(41.91128993101817, -87.64421944656937)",68,21190,16,273,34
949,PB2017A00949,Authorized Agent,Bridgeport Station Lofts Condo Assoc,3505,S,Morgan,ST,66,17-32-402-024-1001-1145,12/12/2016,,10/07/2016,41.83051086,-87.65081897,"(41.83051085985652, -87.65081897121267)",58,14924,37,172,48
948,PB2017A00948,Authorized Agent,Parc Orleans Condo Assoc,1546,N,Orleans,ST,62,17-04-200-096-1003-1061,,,09/13/2016,41.91072554,-87.6377596,"(41.910725542179705, -87.6377595996587)",37,14926,54,290,46
947,PB2017A00947,President,5 N Wabash Condo Assoc,5,N,Wabash,AVE,91,17-10-312-015-1001-1090,,,09/13/2016,41.88222433,-87.62607144,"(41.882224325823685, -87.62607143584718)",38,14310,41,580,36
946,PB2017A00946,Authorized Agent,Buena Vista Condos,4150,N,Sheridan,RD,40,14-17-404-061-1001-1073,,,12/15/2016,41.95803208,-87.6547926,"(41.95803207931796, -87.65479259687751)",31,21186,53,577,39
945,PB2017A00945,President,Glen Rose Condo Assoc,1349-1355,W,Rosemont,AVE,12,14-05-112-036-1001-1012,,,12/28/2016,41.99622361,-87.66489739,"(41.9962236143185, -87.66489739248463)",76,4451,14,536,16
944,PB2017A00944,Owner,,440-448,N,State,ST,11,17-09-255-011-0000 thru 17-09-255-018-0000,,,12/14/2016,41.89046259,-87.62817094,"(41.89046258527004, -87.62817094368984)",37,4446,55,669,36
943,PB2017A00943,Registered Agent,Lake Point Tower Condo Assoc,505,N,Lake Shore,DR,875,17-10-214-016-1001-1876,07/21/2016,,12/19/2016,41.89127929,-87.61410753,"(41.89127929349215, -87.61410753333017)",37,21182,6,534,36
942,PB2017A00942,Authorized Agent,Addison Lake Shore West Condo Assoc,541-549,W,Addison,ST,28,14-21-111-008-1002-1028,12/21/2016,,12/21/2016,41.94802979,-87.64489686,"(41.948029790014225, -87.64489685613928)",57,4449,22,726,39
941,PB2017A00941,Owner,Lawndale Apartments,3254,W,Douglas,BLVD,,16-23-213-027-0000,,,08/29/2016,41.86304756,-87.70772795,"(41.86304756191191, -87.70772795372386)",30,21569,57,34,14
939,PB2017A00939,Registered Agent,Lakewood CT H.O.A.,1301-1319,W,Belmont,AVE,16,14-29-102-055-0000 thru 14-29-102-069-0000,,,12/12/2016,41.93968918,-87.66137114,"(41.9396891804341, -87.66137114159271)",57,4449,22,679,40
938,PB2017A00938,Authorized Agent,Aldine Harbor Condo Assoc,525,W,Aldine,AVE,25,14-21-312-050-1001-1047,10/11/2016,,10/13/2016,41.9421392,-87.64305027,"(41.94213919589253, -87.64305026723439)",57,4449,22,169,25
937,PB2017A00937,Authorized Agent,1750 N Wells Condo Assoc,1750,N,Wells,ST,25,14-33-413-039-1001-1033,10/05/2016,,10/13/2016,41.9143291,-87.63495531,"(41.91432910132506, -87.6349553054429)",68,21190,16,271,34
936,PB2017A00936,Authorized Agent,Greenview-Schreiber Condominiums,6436-6438,N,Greenview,AVE,15,11-32-323-019-1001-1015,10/17/2016,,11/01/2016,41.99917804,-87.66813563,"(41.999178040624344, -87.6681356251491)",10,21853,9,242,24
935,PB2017A00935,Treasurer,Clinton Complex Condo Assoc,500,S,Clinton,ST,267,17-16-128-007-1001-1545,12/14/2016,,12/14/2016,41.87524923,-87.64112621,"(41.875249231595554, -87.64112620692853)",29,14917,44,97,26
934,PB2017A00934,President,Garibaldi Square Homeowner's Assoc,600,S,Loomis,ST,86,17-17-300-072-0000 thru 17-17-300-070-0000,12/08/2016,,12/08/2016,41.87415844,-87.66193407,"(41.874158441246195, -87.66193406682929)",29,14917,44,88,23
933,PB2017A00933,President,Altged Court Condo,1300,W,Altgeld,ST,44,14-29-315-097-1001-1101,11/28/2016,,11/28/2016,41.9271844,-87.66066116,"(41.927184402627866, -87.66066116358519)",68,21190,16,796,34
932,PB2017A00932,Board President,Loftworks on Michigan,1919,S,Michigan,AVE,39,17-22-307-113-1001-1048,11/28/2016,,12/01/2016,41.856055,-87.62374304,"(41.85605500208756, -87.62374303978784)",34,21194,40,374,9
931,PB2017A00931,President,3014 N Sheffield Condo Assoc,3014,N,Sheffield,AVE,8,14-29-210-056-1001-1008,12/19/2016,,12/19/2016,41.93672171,-87.65414422,"(41.936721704741316, -87.65414422089265)",57,4449,22,680,25
930,PB2017A00930,President,1510 North Dearborn Condominium,1510,N,Dearborn,PKWY,18,17-04-208-033-1001-1023,11/14/2016,,11/14/2016,41.90982346,-87.63031031,"(41.909823461438016, -87.63031030724655)",37,14926,54,100,11
929,PB2017A00929,President,Board of 1414 North Wells Condo Assoc,1414,N,Wells,ST,52,17-04-203-151-1002-1051,,,12/14/2016,41.90809991,-87.63476376,"(41.90809991422898, -87.63476376180397)",37,14926,54,290,46
928,PB2017A00928,Board President,Kensington Park 1 Townhome Owners Assoc,1800-1830,S,Indiana,AVE,39,17-22-307-060-0000 thru 17-22-307-098-0000,,,10/18/2016,41.85783487,-87.62247767,"(41.85783487220269, -87.6224776736373)",34,21194,40,374,9
927,PB2017A00927,Authorized Agent,4310-4322 N Clarendon Condo Assoc,4310-4322,N,Clarendon,AVE,45,14-17-407-055-1001-1045,11/28/2016,,12/13/2016,41.96068702,-87.65002693,"(41.960687020516204, -87.6500269271258)",31,21186,53,577,39
926,PB2017A00926,President,Burwood Condo Assoc,2625,N,Burling,ST,3,14-28-303-086-1001-1003,,,10/20/2016,41.92985763,-87.64754251,"(41.929857632808485, -87.64754251174288)",68,21190,16,794,34
925,PB2017A00925,Authorized Agent,Coliseun Park Condo Assoc,1440,S,Wabash,AVE,39,17-22-106-114-0000 and 17-22-106-115-0000,,,12/15/2016,41.86293172,-87.62587567,"(41.862931722246444, -87.62587567022824)",34,14913,35,374,9
924,PB2017A00924,Authorized Agent,Streeterville Center Condo Assoc,233,E,Erie,ST,161,17-10-203-0271001-1161,,,12/14/2016,41.89406316,-87.62139584,"(41.89406316257156, -87.62139584024656)",37,21182,6,158,36
923,PB2017A00923,Managing Agent,333 N Jefferson Condo Assoc,333,N,Jefferson,ST,40,17-09-303-086-1001-1080,,,12/12/2016,41.88789059,-87.64268531,"(41.88789059082675, -87.64268531173516)",29,4452,45,784,36
922,PB2017A00922,Board Secretary,2700 Club Condominiums,2700,N,Halsted,ST,48,14-29-407-105-1001-1048,,,12/14/2016,41.93157329,-87.64911885,"(41.93157329151902, -87.64911885057478)",68,21190,16,769,34
921,PB2017A00921,Board President,540 North Lake Shore Drive Condo Assoc,540,N,Lake Shore,DR,149,17-10-211-023-0000,,,09/21/2016,41.89234927,-87.61455717,"(41.892349267241, -87.61455717025085)",37,21182,6,534,36
920,PB2017A00920,Registered Agent,3838-44 N Clark St Condo,3836-3844,N,Clark,ST,15,"14-20-110-040-0000, 14-20-110-23-0000, 14-20-110-036-0000",,,12/08/2016,41.9519548,-87.66049873,"(41.95195480130422, -87.6604987278842)",57,21186,53,725,25
919,PB2017A00919,Property Manager,Granville Tower Condo Assoc,6166,N,Sheridan,RD,154,14-05-210-024-1001-1154,11/07/2016,,11/19/2016,41.99421884,-87.65566151,"(41.9942188392819, -87.65566151278423)",76,4451,14,46,16
918,PB2017A00918,Managing Agent,222 E Pearson Condo Assoc,222,E,Pearson,ST,219,17-03-228-016-0000,08/18/2016,,12/05/2016,41.89773944,-87.62089544,"(41.897739439040045, -87.62089543784585)",37,21182,6,233,11
917,PB2017A00917,Authorized Agent,Parke Sheridan Condo Assoc,4541-4543,N,Malden,ST,16,14-17-117-003-0000 and 14-17-117-023-0000,11/29/2016,,11/30/2016,41.96479753,-87.66224482,"(41.96479752844543, -87.66224481476499)",31,22616,15,611,39
916,PB2017A00916,Authorized Agent,3500 N Lake Shore Dr Cooperative Apartments,3500,N,Lake Shore,DR,62,14-21-111-201-0000,11/30/2016,,12/02/2016,41.94677797,-87.64254095,"(41.94677796732319, -87.6425409534323)",57,4449,22,726,39
915,PB2017A00915,Authorized Agent,Wrightwood Burling Place Condo Assoc,734,W,Wrightwood,AVE,31,14-28-302-053-1001-1036,,,11/30/2016,41.92920161,-87.64781235,"(41.92920161302189, -87.64781234995962)",68,21190,16,794,34
914,PB2017A00914,President,Alta Vista View Condo Assoc,1014-1050,W,Byron,ST,59,14-20-205-026-1001-1059,,,12/01/2016,41.95277466,-87.65509886,"(41.95277465803618, -87.6550988550691)",57,21186,53,83,39
913,PB2017A00913,President,Hampden Tower Condo Assoc,2754,N,Hampden,CT,128,14-28-308-030-1001-1259,,,10/26/2016,41.93225932,-87.64256295,"(41.93225932129095, -87.64256294648276)",68,21190,16,18,34
912,PB2017A00912,Registered Agent,The Coast at 1422 Condominium,1422,N,La Salle,DR,32,17-04-205-069-1001-1060,,,11/30/2016,41.90837681,-87.63321325,"(41.90837680678496, -87.63321325408566)",37,14926,54,290,46
911,PB2017A00911,Registered Agent,2222 W Belmont Condo Assoc,2222,W,Belmont,AVE,20,14-19-329-055-1001-1020,,,11/28/2016,41.93961193,-87.68415099,"(41.939611929018625, -87.684150991023)",46,21538,39,615,40
910,PB2017A00910,Authorized Agent,Harper Place Condo Assoc,5309-5343,S,Harper,AVE,55,20-11-418-011-1001-1054,,,11/16/2016,41.79923315,-87.58893725,"(41.79923314663267, -87.5889372524731)",8,21192,10,500,33
909,PB2017A00909,Authorized Agent,50 East Bellevue Condo Assoc,50,E,Bellevue,PL,145,17-03-202-065-1001-1145,,,08/31/2016,41.90169773,-87.62647282,"(41.90169772799367, -87.62647281615905)",37,21182,6,105,36
908,PB2017A00908,Authorized Agent,Pattington Condo Assoc,660-700,W,Irving Park,RD,84,14-16-305-021-1001-1084,,,08/17/2016,41.95471617,-87.64708856,"(41.95471617268791, -87.64708855677901)",31,21186,53,636,39
907,PB2017A00907,Property Manager,La Salle Private Residences,1212,N,La Salle,DR,230,17-04-221-052-1001-1230,,,09/07/2016,41.9042963,-87.63308212,"(41.904296301251605, -87.63308211662499)",37,14926,54,290,11
906,PB2017A00906,Authorized Agent,Pensacola Place Condo Assoc,5036,W,Pensacola,AVE,26,13-16-401-024-1001-1020,,,11/16/2016,41.95984607,-87.7534515,"(41.959846066974976, -87.75345149984636)",15,22618,21,259,50
905,PB2017A00905,Authorized Agent,Skyline Michigan Condo Assoc,1601,S,Michigan,AVE,45,17-22-302-052-1001-1045,,,11/16/2016,41.86017215,-87.62383957,"(41.86017214551138, -87.62383956800971)",34,21194,40,374,9
904,PB2017A00904,Authorized Agent,Trevi Square Condo Assoc,1439,S,Michigan,AVE,68,17-22-108-075-1001-1069,,,11/16/2016,41.86300033,-87.62390645,"(41.86300032544193, -87.6239064485614)",34,14913,35,374,9
903,PB2017A00903,Board President,East View Park Condo Assoc,5400,S,East View Park,,110,20-12-114-052-0000,08/30/2016,,10/21/2016,41.79813839,-87.58285258,"(41.79813838482143, -87.58285257944995)",8,21192,10,501,33
902,PB2017A00902,Property Manager,Landmark Village Condo Assoc,2800,N,Wolcott,AVE,145,14-30-222-173-1001-1145,,,11/18/2016,41.93235424,-87.67581556,"(41.932354237603434, -87.6758155606644)",46,21190,22,649,40
901,PB2017A00901,Authorized Agent,Paulina Place Condo Assoc,1757,N,Paulina,ST,27,14-31-422-033-1001-1027,,,11/21/2016,41.91401521,-87.67007698,"(41.91401521040837, -87.67007697658295)",25,21560,4,437,40
900,PB2017A00900,Registered Agent,Twenty N. State Condo Assoc,20,N,State,ST,106,17-09-463-008-1001-1106,11/07/2016,,11/17/2016,41.88249265,-87.62799581,"(41.882492644635484, -87.62799580639097)",38,14310,41,92,36
899,PB2017A00899,President,3218-20 N. Damen Condo Assoc,3218-3220,N,Damen,AVE,6,14-19-331-043-1001-1006,,,11/22/2016,41.94018553,-87.67851955,"(41.94018552655283, -87.67851954979282)",46,21538,39,647,40
898,PB2017A00898,Authorized Agent,Dearborn Village I Condo Assoc,1812,S,Dearborn,ST,48,17-21-409-033-1001-1050,,,11/16/2016,41.85702084,-87.62883052,"(41.8570208369112, -87.62883051672874)",34,21194,40,330,9
897,PB2017A00897,Authorized Agent,Aspen Burnham Station CA,51,W,15th,ST,22,17-21-210-145-1001-10222,,,08/08/2016,41.86181557,-87.62929211,"(41.861815568885234, -87.6292921143974)",34,14913,35,330,9
896,PB2017A00896,Authorized Agent,State Place Centre CA,1601,S,State,ST,55,17-22-300-077-1001-1099,,,08/08/2016,41.86012122,-87.62711467,"(41.860121221610186, -87.62711466837658)",34,21194,40,374,9
895,PB2017A00895,Authorized Agent,Hedgerow CA,5400,S,Hyde Park,BLVD,56,20-12-113-052-1001-1056,,,08/08/2016,41.79799724,-87.58416411,"(41.79799723602623, -87.58416410904996)",8,21192,10,501,33
894,PB2017A00894,Authorized Agent,Lakeshore Pointe CA,2349,E,70th,PL,63,20-24-430-011-1001-1114,,,08/08/2016,41.76703782,-87.56778523,"(41.767037814530234, -87.56778522918621)",39,22538,24,142,33
893,PB2017A00893,Authorized Agent,Union Lofts CA,3500,S,Sangamon,ST,80,17-32-402-023-0000,,,08/08/2016,41.83065383,-87.64949726,"(41.8306538302892, -87.64949726072523)",58,14924,37,172,48
892,PB2017A00892,Authorized Agent,West Haven Park Homes CA,2257,W,Lake,ST,,17-07-321-048-1052-1060,,,08/08/2016,41.88460844,-87.68390009,"(41.884608439864856, -87.68390008982898)",29,21184,28,37,46
891,PB2017A00891,Authorized Agent,West Haven Park Homes CA,2238,W,Maypole,AVE,,17-07-321-048-1044-1051,,,08/08/2016,41.88402818,-87.68288136,"(41.88402817587232, -87.6828813595438)",29,21184,28,37,46
890,PB2017A00890,Authorized Agent,West Haven Park Homes CA,2235,W,Maypole,AVE,,17-07-321-048-1035-1043,,,08/08/2016,41.88380678,-87.68269479,"(41.88380677942755, -87.68269479145911)",29,21184,28,37,46
889,PB2017A00889,Authorized Agent,West Haven Park Homes CA,2231,W,Maypole,AVE,,17-07-321-048-1026-1034,,,08/08/2016,41.88380557,-87.68257242,"(41.88380556977231, -87.68257242093532)",29,21184,28,37,46
888,PB2017A00888,Authorized Agent,West Haven Park Homes CA,2220,W,Maypole,AVE,,17-07-321-048-1018-1025,,,08/08/2016,41.88402206,-87.68226261,"(41.884022059081495, -87.68226260759424)",29,21184,28,37,46
887,PB2017A00887,Authorized Agent,West Haven Park Homes CA,1752,W,Maypole,AVE,,17-07-321-048-1010-1017,,,08/08/2016,41.88429233,-87.67153146,"(41.88429232620215, -87.67153146247954)",29,21184,28,579,46
886,PB2017A00886,Authorized Agent,West Haven Park Homes CA,120,N,Leavitt,ST,62,17-07-321-048-1001-1009,,,08/08/2016,41.88368706,-87.68173498,"(41.88368705810943, -87.68173498067678)",29,21184,28,37,46
885,PB2017A00885,Authorized Agent,Film Exchange Lofts CA,1307,S,Wabash,AVE,75,17-22-104-032-1001-1134,,,08/08/2016,41.86551745,-87.62564806,"(41.86551744937986, -87.62564805803324)",34,14913,35,374,9
